Unnamed: 0,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre
784,1/16/2009,Defiance,50000000.0,28644813.0,52987754.0,Other,R,Drama
785,3/13/2015,Run All Night,50000000.0,26461644.0,66961644.0,Warner Bros.,R,Action
786,8/9/1996,Escape from L.A.,50000000.0,25426861.0,25426861.0,Paramount Pictures,R,Action
787,12/10/2004,The Life Aquatic with Steve Zissou,50000000.0,24006726.0,34806726.0,Walt Disney,R,Comedy
788,8/4/1999,The Iron Giant,50000000.0,23159305.0,31333917.0,Warner Bros.,PG,Adventure
789,4/8/2011,Your Highness,50000000.0,21596445.0,26121638.0,Universal,R,Comedy
790,9/16/2016,Snowden,50000000.0,21587519.0,34841016.0,Other,R,Drama
791,9/30/2011,Dream House,50000000.0,21302340.0,41642166.0,Universal,PG-13,Horror
792,6/24/2016,Free State of Jones,50000000.0,20810036.0,23237175.0,Other,R,Drama
793,9/4/2009,Gamer,50000000.0,20534907.0,42002029.0,Lionsgate,R,Action
794,9/30/2005,Into the Blue,50000000.0,18782227.0,41982227.0,Sony Pictures,PG-13,Adventure
795,7/1/1994,Baby's Day Out,50000000.0,16581575.0,16581575.0,20th Century Fox,PG,Adventure
796,11/3/1995,Fair Game,50000000.0,11497497.0,26097497.0,Warner Bros.,R,Action
797,2/25/2011,Drive Angry,50000000.0,10721033.0,41042583.0,Other,R,Action
798,11/7/1997,Mad City,50000000.0,10561038.0,10561038.0,Warner Bros.,PG-13,Drama
799,10/13/1995,The Scarlet Letter,50000000.0,10359006.0,10359006.0,Walt Disney,R,Drama
800,10/14/2005,Domino,50000000.0,10169202.0,22969202.0,Other,R,Action
801,2/16/2018,Early Man,50000000.0,8267544.0,44773318.0,Lionsgate,PG,Adventure
802,11/13/2009,The Boat That Rocked,50000000.0,8017467.0,37472651.0,Other,R,Comedy
803,1/30/2004,The Big Bounce,50000000.0,6471394.0,6626115.0,Warner Bros.,PG-13,Comedy
804,3/3/2000,What Planet Are You From?,50000000.0,6291602.0,6291602.0,Sony Pictures,R,Comedy
806,10/2/2015,Shanghai,50000000.0,46425.0,15505922.0,Other,R,Drama
807,11/2/2001,The One,49000000.0,43905746.0,72689126.0,Sony Pictures,PG-13,Action
808,3/6/2015,Chappie,49000000.0,31569268.0,105002056.0,Sony Pictures,R,Action
809,7/11/1990,The Adventures of Ford Fairlane,49000000.0,20423389.0,20423389.0,20th Century Fox,R,Comedy
810,5/24/1989,Indiana Jones and the Last Crusade,48000000.0,197171806.0,474171806.0,Paramount Pictures,PG-13,Adventure
811,10/18/2002,The Ring,48000000.0,129094024.0,248218486.0,Other,PG-13,Horror
813,1/9/2015,Taken 3,48000000.0,89256424.0,327656424.0,20th Century Fox,PG-13,Action
814,10/1/1999,Three Kings,48000000.0,60652036.0,107752036.0,Warner Bros.,R,Action
815,1/22/2010,Tooth Fairy,48000000.0,60022256.0,112610386.0,20th Century Fox,PG,Adventure
816,8/17/2001,Rat Race,48000000.0,56607223.0,86607223.0,Paramount Pictures,PG-13,Comedy
817,8/13/2001,K-PAX,48000000.0,50315140.0,50315140.0,Universal,PG-13,Drama
818,10/20/2000,Bedazzled,48000000.0,37879996.0,90376224.0,20th Century Fox,PG-13,Comedy
819,6/26/1998,Out of Sight,48000000.0,37562568.0,77562568.0,Universal,R,Drama
821,1/25/2008,Rambo,47500000.0,42754105.0,112214531.0,Lionsgate,R,Action
822,6/15/1990,Dick Tracy,47000000.0,103738726.0,162738726.0,Walt Disney,PG,Action
823,11/11/2016,Arrival,47000000.0,100546139.0,203162211.0,Paramount Pictures,PG-13,Drama
824,6/14/1996,The Cable Guy,47000000.0,60240295.0,102825796.0,Sony Pictures,PG-13,Comedy
825,10/19/2001,Riding in Cars with Boys,47000000.0,29781453.0,29781453.0,Sony Pictures,PG-13,Drama
826,1/5/2007,Happily N'Ever After,47000000.0,15849032.0,37923818.0,Lionsgate,PG,Adventure
827,11/27/2002,Solaris,47000000.0,14970038.0,14970038.0,20th Century Fox,PG-13,Drama
828,6/18/2010,Jonah Hex,47000000.0,10547117.0,11022696.0,Warner Bros.,PG-13,Action
829,2/23/1996,Mary Reilly,47000000.0,5707094.0,12900000.0,Sony Pictures,R,Drama
830,12/23/2016,Silence,46500000.0,7100177.0,23727516.0,Paramount Pictures,R,Drama
831,6/20/1997,My Best Friend's Wedding,46000000.0,126813153.0,298923419.0,Sony Pictures,PG,Comedy
832,11/22/1996,Star Trek: First Contact,46000000.0,92027888.0,150000000.0,Paramount Pictures,PG-13,Adventure
833,7/12/1996,Courage Under Fire,46000000.0,59003384.0,100833145.0,20th Century Fox,R,Drama
835,3/21/1997,Liar Liar,45000000.0,181410615.0,302710615.0,Universal,PG-13,Comedy
836,11/20/1998,A Bug's Life,45000000.0,162798565.0,363095319.0,Walt Disney,G,Adventure
837,5/27/1994,The Flintstones,45000000.0,130531208.0,358500000.0,Universal,PG,Comedy
838,10/24/2003,Scary Movie 3,45000000.0,110000082.0,155200000.0,Other,PG-13,Comedy
839,12/22/2000,Miss Congeniality,45000000.0,106807667.0,213420951.0,Warner Bros.,PG-13,Comedy
840,12/22/2017,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,Universal,PG-13,Comedy
841,7/11/2008,Journey to the Center of the Earth,45000000.0,101704370.0,243180937.0,Warner Bros.,PG,Adventure
842,12/17/1993,The Pelican Brief,45000000.0,100768056.0,187995859.0,Warner Bros.,PG-13,Drama
843,12/25/2007,The Bucket List,45000000.0,93466502.0,174807445.0,Warner Bros.,PG-13,Comedy
844,7/20/1994,The Client,45000000.0,92115211.0,117615211.0,Warner Bros.,PG-13,Drama
845,11/23/2011,The Muppets,45000000.0,88625922.0,160971922.0,Walt Disney,PG,Adventure
846,6/5/1992,Patriot Games,45000000.0,83287363.0,178100000.0,Paramount Pictures,R,Action
847,5/13/2005,Monster-in-Law,45000000.0,82931301.0,155931301.0,Other,PG-13,Comedy
848,10/5/2001,Training Day,45000000.0,76261036.0,104505362.0,Warner Bros.,R,Drama
849,12/24/1999,Galaxy Quest,45000000.0,71423726.0,90523726.0,Other,PG,Adventure
850,7/4/2001,Scary Movie 2,45000000.0,71277420.0,141189101.0,Other,R,Comedy
851,8/21/1998,Blade,45000000.0,70141876.0,131237688.0,Other,R,Action
852,1/14/2005,Coach Carter,45000000.0,67264877.0,76665507.0,Paramount Pictures,PG-13,Drama
853,4/11/1997,Anaconda,45000000.0,65598907.0,136998907.0,Sony Pictures,PG-13,Horror
854,1/20/2006,Underworld: Evolution,45000000.0,62318875.0,113417762.0,Sony Pictures,R,Action
855,8/4/2000,Coyote Ugly,45000000.0,60786269.0,113916474.0,Walt Disney,PG-13,Drama
856,8/9/1996,Jack,45000000.0,58617334.0,58617334.0,Walt Disney,PG-13,Drama
857,10/7/1994,The Specialist,45000000.0,57362581.0,57362581.0,Warner Bros.,R,Action
858,12/9/2016,Office Christmas Party,45000000.0,54767494.0,91340376.0,Paramount Pictures,R,Comedy
859,11/23/2005,"Yours, Mine and Ours",45000000.0,53359917.0,72359917.0,Paramount Pictures,PG,Comedy
860,9/21/2007,Resident Evil: Extinction,45000000.0,50648679.0,146162920.0,Sony Pictures,R,Action
861,12/25/2004,Fat Albert,45000000.0,48114556.0,48563556.0,20th Century Fox,PG,Comedy
862,9/30/1994,The River Wild,45000000.0,46815000.0,94215000.0,Universal,PG-13,Action
863,6/16/2017,All Eyez on Me,45000000.0,44922302.0,54876855.0,Lionsgate,R,Drama
864,1/13/2006,Last Holiday,45000000.0,38399961.0,43343247.0,Paramount Pictures,PG-13,Comedy
865,3/3/2006,16 Blocks,45000000.0,36895141.0,65595141.0,Warner Bros.,PG-13,Action
866,7/14/1995,The Indian in the Cupboard,45000000.0,35627222.0,35627222.0,Paramount Pictures,PG,Adventure
867,7/28/2006,The Ant Bully,45000000.0,28142535.0,49610898.0,Warner Bros.,PG,Adventure
868,7/18/2003,Johnny English,45000000.0,28013509.0,163126676.0,Universal,PG,Adventure
870,7/31/2009,Aliens in the Attic,45000000.0,25200412.0,59551283.0,20th Century Fox,PG,Adventure
871,12/26/2008,Revolutionary Road,45000000.0,22951340.0,79604820.0,Other,R,Drama
872,8/29/2008,Babylon A.D.,45000000.0,22532572.0,70216497.0,20th Century Fox,PG-13,Action
873,11/4/1994,Frankenstein,45000000.0,22006296.0,112006296.0,Sony Pictures,R,Horror
874,10/4/1996,The Glimmer Man,45000000.0,20404841.0,36404841.0,Warner Bros.,R,Action
875,7/17/1996,Multiplicity,45000000.0,20133326.0,20133326.0,Sony Pictures,PG-13,Comedy
876,1/19/2001,The Pledge,45000000.0,19719930.0,29406132.0,Warner Bros.,R,Drama
877,6/7/1996,The Phantom,45000000.0,17220599.0,17220599.0,Paramount Pictures,PG,Action
878,7/1/2005,Rebound,45000000.0,16809014.0,17492014.0,20th Century Fox,PG,Comedy
879,12/20/1995,Nixon,45000000.0,13668249.0,34668249.0,Walt Disney,R,Drama
880,9/21/2012,Dredd,45000000.0,13414714.0,41467606.0,Lionsgate,R,Action
881,10/28/2011,The Rum Diary,45000000.0,13109815.0,21544732.0,Other,R,Drama
882,1/30/1998,Deep Rising,45000000.0,11203026.0,11203026.0,Walt Disney,R,Action
883,10/21/2011,Johnny English Reborn,45000000.0,8406711.0,164640401.0,Universal,PG,Adventure
884,9/26/2008,Miracle at St. Anna,45000000.0,7916887.0,9676497.0,Walt Disney,R,Drama
885,4/5/2002,Big Trouble,45000000.0,7262288.0,8488871.0,Walt Disney,PG-13,Comedy
886,12/21/2006,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,Other,R,Action
887,11/16/2007,Love in the Time of Cholera,45000000.0,4617608.0,31077418.0,Other,R,Drama
888,5/22/1985,Rambo: First Blood Part II,44000000.0,150415432.0,300400000.0,Other,R,Action
889,10/18/1996,Sleepers,44000000.0,53300852.0,165600852.0,Warner Bros.,R,Drama
890,7/30/2010,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,Universal,PG-13,Drama
891,2/6/2014,The Interview,44000000.0,6105175.0,12342632.0,Sony Pictures,R,Comedy
892,6/28/2013,The Heat,43000000.0,159581587.0,229727774.0,20th Century Fox,R,Comedy
893,12/19/2000,Finding Forrester,43000000.0,51768623.0,80013623.0,Sony Pictures,PG-13,Drama
894,4/14/2000,28 Days,43000000.0,37035515.0,62063972.0,Sony Pictures,PG-13,Comedy
895,5/13/2005,Danny the Dog,43000000.0,24537621.0,49037621.0,Other,R,Action
896,1/6/2017,A Monster Calls,43000000.0,3740823.0,46414964.0,Other,PG-13,Drama
897,1/28/2011,The Mechanic,42500000.0,29121498.0,76347393.0,Other,R,Action
898,3/16/2012,21 Jump Street,42000000.0,138447667.0,202812429.0,Sony Pictures,R,Comedy
899,6/21/2000,Chicken Run,42000000.0,106793915.0,227793915.0,Other,G,Adventure
900,7/1/1992,Boomerang,42000000.0,70052444.0,131052444.0,Paramount Pictures,R,Comedy
901,7/10/2009,Brüno,42000000.0,60054530.0,138708527.0,Universal,R,Comedy
902,6/12/1963,Cleopatra,42000000.0,57000000.0,71000000.0,20th Century Fox,G,Drama
903,5/12/2017,Snatched,42000000.0,45852178.0,57852177.0,20th Century Fox,R,Comedy
904,10/12/2012,Here Comes the Boom,42000000.0,45290318.0,73239258.0,Sony Pictures,PG,Comedy
905,7/14/1989,Licence to Kill,42000000.0,34667015.0,156167015.0,MGM,PG-13,Action
906,1/27/2012,One for the Money,42000000.0,26414527.0,36197221.0,Lionsgate,PG-13,Comedy
907,9/16/2005,Lord of War,42000000.0,24149632.0,60437727.0,Lionsgate,R,Action
908,5/28/1993,Super Mario Bros.,42000000.0,20844907.0,20844907.0,Walt Disney,PG,Action
909,10/2/1992,Hero,42000000.0,19487173.0,66787173.0,Sony Pictures,PG-13,Comedy
910,4/18/1997,McHale's Navy,42000000.0,4408420.0,4408420.0,Universal,PG,Comedy
911,5/28/2010,Micmacs,42000000.0,1259693.0,11756922.0,Other,R,Comedy
912,11/8/2002,8 Mile,41000000.0,116724075.0,245768384.0,Universal,R,Drama
913,5/11/2001,A Knight’s Tale,41000000.0,56083966.0,100622586.0,Sony Pictures,PG-13,Adventure
914,8/22/2003,The Medallion,41000000.0,22108977.0,22108977.0,Sony Pictures,PG-13,Comedy
915,10/14/2011,The Big Year,41000000.0,7204138.0,7684524.0,20th Century Fox,PG,Comedy
916,7/15/2005,Wedding Crashers,40000000.0,209218368.0,283218368.0,Other,R,Comedy
917,2/13/2015,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,Universal,R,Drama
918,12/25/2003,Cheaper by the Dozen,40000000.0,138614544.0,190212113.0,20th Century Fox,PG,Comedy
919,7/25/2014,Lucy,40000000.0,126573960.0,457507776.0,Universal,R,Action
920,12/25/2013,Lone Survivor,40000000.0,125095601.0,149804632.0,Universal,R,Action
921,11/22/1989,Back to the Future Part II,40000000.0,118450002.0,332000000.0,Universal,PG,Adventure
922,9/24/1999,Double Jeopardy,40000000.0,116735231.0,177835231.0,Paramount Pictures,R,Action
923,7/25/2003,Spy Kids 3-D: Game Over,40000000.0,111760631.0,167851995.0,Other,PG,Adventure
924,7/24/1996,A Time to Kill,40000000.0,108766007.0,152266007.0,Warner Bros.,R,Drama
925,7/1/1992,A League of Their Own,40000000.0,107533925.0,132440066.0,Sony Pictures,PG,Comedy
926,10/1/2010,The Social Network,40000000.0,96962694.0,224922135.0,Sony Pictures,PG-13,Drama
927,8/7/2009,Julie & Julia,40000000.0,94125426.0,126646119.0,Sony Pictures,PG-13,Comedy
928,2/10/2017,John Wick: Chapter Two,40000000.0,92029184.0,171370497.0,Lionsgate,R,Action
929,1/15/2016,Ride Along 2,40000000.0,90862685.0,124827316.0,Universal,PG-13,Comedy
930,4/14/2006,Scary Movie 4,40000000.0,90710620.0,178710620.0,Other,PG-13,Comedy
931,3/27/2015,Get Hard,40000000.0,90411453.0,106511453.0,Warner Bros.,R,Comedy
932,2/4/2000,Scream 3,40000000.0,89138076.0,161838076.0,Miramax,R,Horror
933,5/24/1990,Back to the Future Part III,40000000.0,88055283.0,244088654.0,Universal,PG,Adventure
934,11/14/2014,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,Universal,PG-13,Comedy
935,11/13/1992,Bram Stoker's Dracula,40000000.0,82522790.0,215862692.0,Sony Pictures,R,Horror
936,2/17/2006,Eight Below,40000000.0,81612565.0,120455994.0,Walt Disney,PG,Adventure
937,12/24/1999,The Talented Mr. Ripley,40000000.0,81292135.0,128792135.0,Paramount Pictures,R,Drama
938,9/25/2015,The Intern,40000000.0,75764672.0,197232734.0,Warner Bros.,PG-13,Comedy
939,9/25/1992,The Last of the Mohicans,40000000.0,75505856.0,75505856.0,20th Century Fox,R,Action
940,10/29/2004,Ray,40000000.0,75305995.0,124823094.0,Universal,PG-13,Drama
941,4/1/2005,Sin City,40000000.0,74103820.0,158527918.0,Other,R,Action
942,3/20/2009,"I Love You, Man",40000000.0,72013010.0,92302502.0,Paramount Pictures,R,Comedy
943,12/20/1991,JFK,40000000.0,70405498.0,205400000.0,Warner Bros.,R,Drama
944,1/27/2006,Big Momma's House 2,40000000.0,70165972.0,137047376.0,20th Century Fox,PG-13,Comedy
945,11/4/2016,Hacksaw Ridge,40000000.0,67209615.0,168940583.0,Lionsgate,R,Drama
946,3/2/2001,The Mexican,40000000.0,66808615.0,145238250.0,Other,R,Action
947,8/28/2009,The Final Destination,40000000.0,66477700.0,187384627.0,Warner Bros.,R,Horror
948,4/17/2009,17 Again,40000000.0,64167069.0,139474906.0,Warner Bros.,PG-13,Comedy
949,6/4/2010,Get Him to the Greek,40000000.0,61153526.0,91455875.0,Universal,R,Comedy
950,11/21/2003,Gothika,40000000.0,59588068.0,141484812.0,Warner Bros.,R,Horror
951,11/30/2001,Behind Enemy Lines,40000000.0,58855732.0,58855732.0,20th Century Fox,PG-13,Action
952,8/25/2006,Invincible,40000000.0,57806952.0,58501127.0,Walt Disney,PG,Drama
953,2/15/2013,Escape From Planet Earth,40000000.0,57012977.0,74156610.0,Other,PG,Adventure
954,7/10/1998,Small Soldiers,40000000.0,55143823.0,71743823.0,Other,PG-13,Adventure
955,7/31/1997,Spawn,40000000.0,54979992.0,87949859.0,Other,PG-13,Action
956,11/26/2014,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,Warner Bros.,R,Comedy
957,1/25/2002,The Count of Monte Cristo,40000000.0,54228104.0,75389090.0,Walt Disney,PG-13,Drama
958,6/16/2006,The Lake House,40000000.0,52330111.0,114830111.0,Warner Bros.,PG,Drama
959,7/9/2010,Predators,40000000.0,52000688.0,127234389.0,20th Century Fox,R,Action
960,8/15/2012,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,Walt Disney,PG,Drama
961,7/31/1987,The Living Daylights,40000000.0,51185000.0,191200000.0,MGM,PG,Action
962,12/8/2006,Apocalypto,40000000.0,50866635.0,121032272.0,Walt Disney,R,Action
963,6/18/1986,Legal Eagles,40000000.0,49851591.0,49851591.0,Universal,PG,Comedy
964,8/12/2005,The Skeleton Key,40000000.0,47907715.0,92256918.0,Universal,PG-13,Horror
965,6/20/2014,Jersey Boys,40000000.0,47047013.0,65282732.0,Warner Bros.,R,Drama
966,11/21/1997,The Rainmaker,40000000.0,45916769.0,45916769.0,Paramount Pictures,PG-13,Drama
967,2/7/1992,Medicine Man,40000000.0,44948240.0,44948240.0,Walt Disney,PG-13,Drama
968,12/12/1997,Amistad,40000000.0,44212592.0,58250151.0,Other,R,Drama
969,5/30/2014,A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0,Universal,R,Comedy
970,8/12/2011,Final Destination 5,40000000.0,42587643.0,155011165.0,Warner Bros.,R,Horror
971,12/25/2007,Aliens vs. Predator - Requiem,40000000.0,41797066.0,128884494.0,20th Century Fox,R,Action
972,12/25/2007,The Water Horse: Legend of the Deep,40000000.0,40412817.0,103429755.0,Sony Pictures,PG,Drama
973,7/18/2014,Sex Tape,40000000.0,38543473.0,126069509.0,Sony Pictures,R,Comedy
974,4/15/2011,Scream 4,40000000.0,38180928.0,95989590.0,Other,R,Horror
975,12/21/1994,Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0,Warner Bros.,PG,Comedy
976,8/11/2000,Autumn in New York,40000000.0,37752931.0,90717684.0,MGM,PG-13,Drama
977,3/18/2011,Paul,40000000.0,37412945.0,101162106.0,Universal,R,Comedy
978,12/19/2012,The Guilt Trip,40000000.0,37134215.0,41294674.0,Paramount Pictures,PG-13,Comedy
979,2/18/2000,Hanging Up,40000000.0,36037909.0,51867723.0,Sony Pictures,PG-13,Comedy
980,3/1/1991,The Doors,40000000.0,34416893.0,34416893.0,Sony Pictures,R,Drama
981,8/20/1999,Mickey Blue Eyes,40000000.0,33864342.0,53864342.0,Warner Bros.,PG-13,Comedy
982,10/20/2000,Pay it Forward,40000000.0,33508922.0,55696705.0,Warner Bros.,PG-13,Drama
983,3/21/2008,Drillbit Taylor,40000000.0,32862104.0,49686263.0,Paramount Pictures,PG-13,Comedy
984,12/25/2011,Extremely Loud and Incredibly Close,40000000.0,31847881.0,55247881.0,Warner Bros.,PG-13,Drama
985,7/1/1994,The Shadow,40000000.0,31835600.0,31835600.0,Universal,PG-13,Action
986,11/10/2010,Morning Glory,40000000.0,31011732.0,59795070.0,Paramount Pictures,PG-13,Comedy
987,11/9/2005,Get Rich or Die Tryin',40000000.0,30981850.0,46666955.0,Paramount Pictures,R,Drama
988,12/25/2013,Grudge Match,40000000.0,29807260.0,69807260.0,Warner Bros.,PG-13,Comedy
989,4/2/1999,The Out-of-Towners,40000000.0,28544120.0,28544120.0,Paramount Pictures,PG-13,Comedy
990,8/11/2017,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57465156.0,Other,PG,Adventure
991,8/23/1996,The Island of Dr. Moreau,40000000.0,27682712.0,27682712.0,Other,PG-13,Adventure
992,9/7/2001,The Musketeer,40000000.0,27053815.0,27053815.0,Universal,PG-13,Adventure
993,1/27/2017,Resident Evil: The Final Chapter,40000000.0,26844692.0,312825686.0,Sony Pictures,R,Action
994,2/29/2008,The Other Boleyn Girl,40000000.0,26814957.0,78269970.0,Sony Pictures,PG-13,Drama
995,6/30/2017,The House,40000000.0,25584504.0,31192743.0,Warner Bros.,R,Comedy
996,2/16/2001,Sweet November,40000000.0,25288103.0,65754228.0,Warner Bros.,PG-13,Drama
997,4/5/2007,The Reaping,40000000.0,25126214.0,62226214.0,Warner Bros.,R,Horror
998,6/3/1994,Renaissance Man,40000000.0,24172899.0,24172899.0,Walt Disney,PG-13,Comedy
999,5/15/1998,Quest for Camelot,40000000.0,22772500.0,38172500.0,Warner Bros.,G,Adventure
1000,9/6/2002,City by the Sea,40000000.0,22433915.0,22433915.0,Warner Bros.,R,Drama
1001,1/15/1999,At First Sight,40000000.0,22365133.0,22365133.0,MGM,PG-13,Drama
1002,1/16/2004,Torque,40000000.0,21176322.0,46176322.0,Warner Bros.,PG-13,Action
1003,11/13/2009,Fantastic Mr. Fox,40000000.0,21002919.0,47083412.0,20th Century Fox,PG,Adventure
1004,2/16/1996,City Hall,40000000.0,20278055.0,20278055.0,Sony Pictures,R,Drama
1005,2/3/2012,Big Miracle,40000000.0,20157300.0,25268680.0,Universal,PG,Drama
1006,12/21/2012,The Impossible,40000000.0,19019882.0,169590606.0,Lionsgate,PG-13,Drama
1007,3/9/2012,A Thousand Words,40000000.0,18450127.0,20790486.0,Paramount Pictures,PG-13,Comedy
1008,10/20/2006,Marie Antoinette,40000000.0,15962471.0,60862471.0,Sony Pictures,PG-13,Drama
1009,10/6/2000,Get Carter,40000000.0,14967182.0,19417182.0,Warner Bros.,R,Drama
1010,4/21/1995,Kiss of Death,40000000.0,14942422.0,14942422.0,20th Century Fox,R,Drama
1011,5/15/1987,Ishtar,40000000.0,14375181.0,14375181.0,Sony Pictures,PG-13,Comedy
1012,2/28/1992,Memoirs of an Invisible Man,40000000.0,14358033.0,14358033.0,Warner Bros.,PG-13,Comedy
1013,10/23/2009,Amelia,40000000.0,14279575.0,19756077.0,Other,PG,Drama
1014,5/7/2004,New York Minute,40000000.0,14018364.0,21215882.0,Warner Bros.,PG,Comedy
1015,3/12/1999,The Deep End of the Ocean,40000000.0,13508635.0,13508635.0,Sony Pictures,PG-13,Drama
1016,8/30/2002,FearDotCom,40000000.0,13208023.0,13208023.0,Warner Bros.,R,Horror
1017,11/7/2008,Soul Men,40000000.0,12082391.0,12345883.0,MGM,R,Comedy
